BUSCH_1,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
CHARL_BURG,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2
Darmstadt,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333,24.1333
DATTELN_1,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,47.499,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95
DATTELN_2,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95
DATTELN_3,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,56.4986,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33,46.33
DUISBURG_Th_Kr,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05
ELBERFELD,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,43.9999,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68,37.68
ELVERL_1,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75
ELVERL_2,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75
ELVERL_3,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,87.95,141.6,129.5,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,129.5,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,105.801,129.5,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,129.5,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85,75.85
ELVERL_4,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,158.1,217,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,186,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,186,217,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,275.9,217,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1,127.1
EMDEN_GT,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25
EMS_LINGEN_1,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329
ERLANGEN_1,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,135.8,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,135.8,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,135.8,135.8,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,135.8,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54
ERLANGEN_2,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,135.8,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,135.8,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,135.8,135.8,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,192.06,135.8,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54,79.54
